Archived__c,Created_At__c,Description__c,External_ID__c,Forks__c,GitHub_URL__C,License__C,Name,Open_Issues__c,Page_Views__C,Primary_Language__c,Pushed_At__c,Stargazers__C,Temp_Page_Views__C,Temp_Unique_Page_Views__c,Todays_Page_Views__c,Todays_Unique_Page_Views__c,Unique_Page_Views__c,Updated_At__c,Visibility__c,Watchers__c
FALSE,2020-01-01T00:00:00.000Z,Multi-Org Security Summary gives you the ability to bring all of the Security Health Check data from all of your Salesforce environments(production & sandbox) into a single org! This allows you to get a clear picture of the security health of your entire Salesforce program and manage your team of Admins more efficiently.,34,1,https://github.com/SalesforceLabs/MultiOrgSecuritySummary,,MultiOrgSecuritySummary,0,133,HTML,2020-01-01T00:00:00.000Z,2,0,0,0,0,19,2020-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,,35,1,https://github.com/SalesforceLabs/MyAwesomeDynamicRecordForm,BSD-3-Clause,MyAwesomeDynamicRecordForm,0,178,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,45,2020-01-01T00:00:00.000Z,Public,0
FALSE,2013-01-01T00:00:00.000Z,Google charts for saleforce.com desktop and mobile via the new analytics API,36,8,https://github.com/SalesforceLabs/MyCharts,BSD-3-Clause,MyCharts,1,11,JavaScript,2014-01-01T00:00:00.000Z,15,0,0,0,0,9,2019-01-01T00:00:00.000Z,Public,15
FALSE,2020-01-01T00:00:00.000Z,,37,4,https://github.com/SalesforceLabs/MySalesforceTrustMonitor,,MySalesforceTrustMonitor,8,85,HTML,2020-01-01T00:00:00.000Z,7,0,0,0,0,32,2020-01-01T00:00:00.000Z,Public,7
FALSE,2019-01-01T00:00:00.000Z,"The myV2MOM app enables leaders to drive alignment within their organization. Using this app employees can view their leadership's vision and goals, and set their own personal professional goals to be aligned with that of their leaders.",38,5,https://github.com/SalesforceLabs/MyV2MOM,,MyV2MOM,1,167,JavaScript,2020-01-01T00:00:00.000Z,3,0,0,40,2,44,2020-01-01T00:00:00.000Z,Public,3
FALSE,2020-01-01T00:00:00.000Z,"A tiny, secure, URL-friendly, unique string ID generator for Salesforce Apex",39,0,https://github.com/SalesforceLabs/nanoid,,nanoid,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,OCR Assistant allows admins to quickly get started with OCR,40,0,https://github.com/SalesforceLabs/OCRAssistant,,OCRAssistant,0,31,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,4,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,"This project helps you get a one glance view of the work in your contact center, where you can rebalance the workload",41,0,https://github.com/SalesforceLabs/OmniChannelWorkReallocator,,OmniChannelWorkReallocator,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,Visualize your Org dependencies with Org360 Visualizer,42,1,https://github.com/SalesforceLabs/Org360Visualizer,,Org360Visualizer,0,136,JavaScript,2020-01-01T00:00:00.000Z,2,0,0,0,0,28,2020-01-01T00:00:00.000Z,Public,2
FALSE,2019-01-01T00:00:00.000Z,"Org Chart is a lightning ready responsive component which enables the user to view the hierarchy, mangers, peers and reportees of any employee of his organisation. It is ready to use from mobile or in any view (Page, Quick Action, Utility) of Desktop.",43,6,https://github.com/SalesforceLabs/OrgchartLightning,BSD-3-Clause,OrgchartLightning,0,152,JavaScript,2019-01-01T00:00:00.000Z,5,0,0,0,0,45,2020-01-01T00:00:00.000Z,Public,5
FALSE,2020-01-01T00:00:00.000Z,,44,0,https://github.com/SalesforceLabs/orgLimits,,orgLimits,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,App to schedule package push upgrades,45,1,https://github.com/SalesforceLabs/PackagePush,NOASSERTION,PackagePush,2,7,JavaScript,2019-01-01T00:00:00.000Z,0,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,,46,0,https://github.com/SalesforceLabs/PackageVisualizer,,PackageVisualizer,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,"Partner Locator Search allows Salesforce Partners (PRM) customers to expose their partner directory on the public internet, the partner portal, or the customer portal. The Partner Finder can be used by customers to locate a qualified reseller, VAR, distributor, or consulting firm within a particular geographic area. Likewise, it can be used to facilitate partner to partner collaboration by allowing partners to search for other partners with specific skill sets. The Partner Locator Search allows for searching by name, attribute, or location (geo-proximity).",47,1,https://github.com/SalesforceLabs/Partner-Locator-Search,BSD-3-Clause,Partner-Locator-Search,0,4,JavaScript,2018-01-01T00:00:00.000Z,1,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,This 3D Viewer web component can be used to show any product in interactive 3D using Three.js,48,0,https://github.com/SalesforceLabs/3DViewer,,3DViewer,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,49,0,https://github.com/SalesforceLabs/account-dashboards,,account-dashboards,0,0,,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,Master your Salesforce Accounts! A free open-source native iPad app.,50,5,https://github.com/SalesforceLabs/Account-Viewer,,Account-Viewer,1,1,Objective-C,2012-01-01T00:00:00.000Z,25,0,0,0,0,1,2018-01-01T00:00:00.000Z,Public,25
FALSE,2011-01-01T00:00:00.000Z,,51,41,https://github.com/SalesforceLabs/ActionPlans,,ActionPlans,13,61,,2011-01-01T00:00:00.000Z,19,0,0,0,0,20,2020-01-01T00:00:00.000Z,Public,19
FALSE,2020-01-01T00:00:00.000Z,A LWC for displaying activities,52,0,https://github.com/SalesforceLabs/ActivityScorecard,,ActivityScorecard,0,0,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,A LWC implementation of the Activity Timeline https://lightningdesignsystem.com/components/activity-timeline/#site-main-content,53,2,https://github.com/SalesforceLabs/ActivityTimelineLWC,BSD-3-Clause,ActivityTimelineLWC,0,177,JavaScript,2020-01-01T00:00:00.000Z,2,0,0,0,0,27,2020-01-01T00:00:00.000Z,Public,2
FALSE,2011-01-01T00:00:00.000Z,,54,2,https://github.com/SalesforceLabs/Add-Contact-To-Campaign,,Add-Contact-To-Campaign,1,11,,2020-01-01T00:00:00.000Z,2,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,"This component helps you, and your users make filling in addresses a breeze! It will find address suggestions as you type and upon selection will fill out all the relevant fields for you to make use of however you'd like in your flow.",55,0,https://github.com/SalesforceLabs/AddressPickerAutocompleteForFlow,BSD-3-Clause,AddressPickerAutocompleteForFlow,0,371,JavaScript,2020-01-01T00:00:00.000Z,2,0,0,0,0,69,2020-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,Bring public information & job listings on accounts into one centralized view.,56,1,https://github.com/SalesforceLabs/AE2LWC,BSD-3-Clause,AE2LWC,0,61,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,15,2020-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,"Using Salesforce Fieldsets and AL_FORM_GENERATOR you can create responsive Forms to use within Salesforce lightning pages(App, Home, and Record Pages) with different Access permissions and with no extra development.",57,0,https://github.com/SalesforceLabs/ALFormGenerator,,ALFormGenerator,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,Announcements viewer component helps you view all the announcements of the groups you are a member of!,58,0,https://github.com/SalesforceLabs/AnnouncementsViewer,,AnnouncementsViewer,0,0,,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,,59,1,https://github.com/SalesforceLabs/AnyRecordHierarchy,,AnyRecordHierarchy,0,221,HTML,2020-01-01T00:00:00.000Z,1,0,0,0,0,57,2020-01-01T00:00:00.000Z,Public,1
FALSE,2011-01-01T00:00:00.000Z,,60,1,https://github.com/SalesforceLabs/apex-commons.github.com,,apex-commons.github.com,0,8,JavaScript,2011-01-01T00:00:00.000Z,4,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,4
FALSE,2019-01-01T00:00:00.000Z,The AppAnalytics app gives a user interface for you to submit Analytics Query Requests directly from your Licensing Org. For More information on Partner Intelligence App Analytics: https://developer.salesforce.com/docs/atlas.en-us.packagingGuide.meta/packagingGuide/app_analytics_intro.htm,61,1,https://github.com/SalesforceLabs/AppAnalytics,BSD-3-Clause,AppAnalytics,1,54,JavaScript,2019-01-01T00:00:00.000Z,1,0,0,0,0,15,2020-01-01T00:00:00.000Z,Public,1
FALSE,2011-01-01T00:00:00.000Z,,62,2,https://github.com/SalesforceLabs/AppExchange-Dashboard-Pack,,AppExchange-Dashboard-Pack,0,6,,2011-01-01T00:00:00.000Z,3,0,0,0,0,5,2019-01-01T00:00:00.000Z,Public,3
FALSE,2011-01-01T00:00:00.000Z,,63,0,https://github.com/SalesforceLabs/appexchange-java-utils,,appexchange-java-utils,0,0,Java,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,This is a LWC solution to have fields specific for an application,64,1,https://github.com/SalesforceLabs/AppRecordDetails,BSD-3-Clause,AppRecordDetails,0,57,JavaScript,2020-01-01T00:00:00.000Z,1,0,0,0,0,20,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,Allows adding an approval history related list to any Lightning Page.,65,3,https://github.com/SalesforceLabs/ApprovalHistoryLWC,BSD-3-Clause,ApprovalHistoryLWC,1,192,HTML,2020-01-01T00:00:00.000Z,1,0,0,20,1,27,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,repo for italian covid19 app,66,1,https://github.com/SalesforceLabs/AppyBack,,AppyBack,1,42,JavaScript,2020-01-01T00:00:00.000Z,1,0,0,0,0,17,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,,67,0,https://github.com/SalesforceLabs/AssetMonitoring,,AssetMonitoring,0,1,,2020-01-01T00:00:00.000Z,0,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,Create and update a B2B product with ease using this Lightning component.,68,1,https://github.com/SalesforceLabs/B2BProductWizard,BSD-3-Clause,B2BProductWizard,0,144,Apex,2020-01-01T00:00:00.000Z,1,0,0,0,0,30,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,,69,0,https://github.com/SalesforceLabs/BaiduMapPlaceSearchLWC,BSD-3-Clause,BaiduMapPlaceSearchLWC,0,18,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,2,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,Run tournament prediction pool games in Force.com.,70,10,https://github.com/SalesforceLabs/Brackets,,Brackets,2,25,,2020-01-01T00:00:00.000Z,9,0,0,0,0,9,2020-01-01T00:00:00.000Z,Public,9
FALSE,2013-01-01T00:00:00.000Z,A Brown Paper Tickets to Salesforce REST integration.,71,3,https://github.com/SalesforceLabs/BrownPaperTickets,,BrownPaperTickets,0,0,Apex,2013-01-01T00:00:00.000Z,4,0,0,0,0,0,2020-01-01T00:00:00.000Z,Public,4
FALSE,2011-01-01T00:00:00.000Z,A new budget management app from Force.com Labs,72,5,https://github.com/SalesforceLabs/BudgetingForce,,BudgetingForce,2,49,,2011-01-01T00:00:00.000Z,6,0,0,0,0,9,2019-01-01T00:00:00.000Z,Public,6
FALSE,2011-01-01T00:00:00.000Z,,73,1,https://github.com/SalesforceLabs/Campaign-Inclusion-Report,,Campaign-Inclusion-Report,0,1,,2011-01-01T00:00:00.000Z,2,0,0,0,0,1,2019-01-01T00:00:00.000Z,Public,2
FALSE,2019-01-01T00:00:00.000Z,A wellness at work Einstein Bot solution to aid users in their health consciousness in the workplace.,74,0,https://github.com/SalesforceLabs/CampBoto,,CampBoto,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,Creates cases via flow and authenticates new or existing users,75,0,https://github.com/SalesforceLabs/Case-Create-With-Authentication,,Case-Create-With-Authentication,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,A utility component for watching different queues of cases,76,0,https://github.com/SalesforceLabs/CaseQueueWatcher,,CaseQueueWatcher,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,,77,1,https://github.com/SalesforceLabs/CaseTimer,BSD-3-Clause,CaseTimer,3,300,JavaScript,2020-01-01T00:00:00.000Z,3,0,0,0,0,41,2020-01-01T00:00:00.000Z,Public,3
FALSE,2018-01-01T00:00:00.000Z,"Channel Plans is designed to be a business planning tool which would enable partners & channel managers to collaboratively create, manage, measure business goals. Partners can create business goals, track progress, mark completion and collaborate with channel managers from within this engaging, easy to use app",78,0,https://github.com/SalesforceLabs/ChannelPlans,BSD-3-Clause,ChannelPlans,0,0,Apex,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,,79,1,https://github.com/SalesforceLabs/ChatLWCPack,,ChatLWCPack,0,25,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,14,2020-01-01T00:00:00.000Z,Public,0
FALSE,2011-01-01T00:00:00.000Z,,80,0,https://github.com/SalesforceLabs/chatrank,,chatrank,0,0,,,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2012-01-01T00:00:00.000Z,http://appexchange.salesforce.com/listingDetail?listingId=a0N30000004cSsOEAU,81,3,https://github.com/SalesforceLabs/chatter-delete-blocker,,chatter-delete-blocker,2,25,Apex,2012-01-01T00:00:00.000Z,5,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,5
FALSE,2012-01-01T00:00:00.000Z,,82,0,https://github.com/SalesforceLabs/Chatter-for-Sharepoint,,Chatter-for-Sharepoint,0,0,,2012-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2012-01-01T00:00:00.000Z,Chatter for SharePoint 2007,83,0,https://github.com/SalesforceLabs/Chatter-for-SharePoint-2007,,Chatter-for-SharePoint-2007,0,0,,2012-01-01T00:00:00.000Z,1,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,1
FALSE,2012-01-01T00:00:00.000Z,Chatter for SharePoint 2010,84,0,https://github.com/SalesforceLabs/Chatter-for-SharePoint-2010,,Chatter-for-SharePoint-2010,6,1,,2012-01-01T00:00:00.000Z,3,0,0,0,0,1,2019-01-01T00:00:00.000Z,Public,3
FALSE,2011-01-01T00:00:00.000Z,,85,5,https://github.com/SalesforceLabs/chatter-game,BSD-3-Clause,chatter-game,0,224,Apex,2020-01-01T00:00:00.000Z,4,0,0,0,0,21,2020-01-01T00:00:00.000Z,Public,4
FALSE,2011-01-01T00:00:00.000Z,,86,2,https://github.com/SalesforceLabs/Chatter-Influence,,Chatter-Influence,0,61,,2011-01-01T00:00:00.000Z,3,0,0,0,0,1,2019-01-01T00:00:00.000Z,Public,3
FALSE,2011-01-01T00:00:00.000Z,,87,3,https://github.com/SalesforceLabs/Case-Age-In-Business-Hours,,Case-Age-In-Business-Hours,2,30,,2018-01-01T00:00:00.000Z,5,0,0,0,0,10,2019-01-01T00:00:00.000Z,Public,5
FALSE,2011-01-01T00:00:00.000Z,,88,0,https://github.com/SalesforceLabs/chatter-smart-stream,,chatter-smart-stream,0,0,,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,89,0,https://github.com/SalesforceLabs/chatter-survey,,chatter-survey,0,0,Java,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
